season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,defending__recovered_ball,defending__tackles,defending__tackles_won,defending__tackles_lost,defending__clearance_attempted,defending__matches_appearance
2023,52748,MAR,Marseille,Marseille,France,Francia,243.0,55.0,11.0,44.0,63.0,6.0
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,236.0,77.0,30.0,47.0,130.0,6.0
2023,50124,ATM,Atleti,Atleti,Spain,España,236.0,70.0,28.0,42.0,85.0,6.0
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,234.0,81.0,34.0,47.0,154.0,6.0
2023,50080,BAR,Barcelona,Barcelona,Spain,España,231.0,71.0,24.0,47.0,65.0,6.0
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,226.0,79.0,24.0,55.0,117.0,6.0
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,223.0,60.0,20.0,40.0,116.0,6.0
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,221.0,77.0,16.0,61.0,133.0,6.0
2023,50139,JUV,Juventus,Juventus,Italy,Italia,220.0,87.0,35.0,52.0,83.0,6.0
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,219.0,75.0,36.0,39.0,116.0,6.0
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,218.0,75.0,29.0,46.0,94.0,6.0
2023,52714,SEV,Sevilla,Sevilla,Spain,España,207.0,102.0,35.0,67.0,95.0,6.0
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,557.0,223.0,115.0,108.0,268.0,13.0
2024,52747,PSG,Paris,Paris,France,Francia,489.0,163.0,61.0,102.0,140.0,12.0
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,467.0,158.0,74.0,84.0,185.0,12.0
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,463.0,195.0,102.0,93.0,200.0,13.0
2024,50124,ATM,Atleti,Atleti,Spain,España,432.0,157.0,74.0,83.0,216.0,10.0
2024,50080,BAR,Barcelona,Barcelona,Spain,España,378.0,142.0,79.0,63.0,152.0,10.0
2024,52919,MCI,Man City,Man City,England,Inglaterra,352.0,88.0,31.0,57.0,93.0,10.0
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,342.0,141.0,52.0,89.0,139.0,8.0
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,333.0,129.0,63.0,66.0,215.0,8.0
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,329.0,97.0,27.0,70.0,108.0,8.0
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,328.0,111.0,42.0,69.0,137.0,10.0
2024,50138,INT,Inter,Inter,Italy,Italia,327.0,103.0,47.0,56.0,165.0,8.0
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,317.0,128.0,56.0,72.0,133.0,8.0
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,314.0,116.0,41.0,75.0,151.0,8.0
2024,50136,NAP,Napoli,Napoli,Italy,Italia,313.0,104.0,49.0,55.0,155.0,8.0
2024,50064,POR,Porto,Porto,Portugal,Portugal,298.0,107.0,41.0,66.0,150.0,8.0
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,276.0,76.0,32.0,44.0,139.0,6.0
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,269.0,92.0,33.0,59.0,106.0,6.0
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,264.0,87.0,39.0,48.0,173.0,6.0
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,260.0,102.0,43.0,59.0,83.0,6.0
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,258.0,90.0,43.0,47.0,154.0,6.0
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,257.0,97.0,46.0,51.0,115.0,6.0
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,245.0,99.0,44.0,55.0,124.0,6.0
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,234.0,104.0,45.0,59.0,105.0,6.0
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,229.0,88.0,37.0,51.0,96.0,6.0
2024,52714,SEV,Sevilla,Sevilla,Spain,España,227.0,110.0,40.0,70.0,120.0,6.0
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,226.0,73.0,37.0,36.0,130.0,6.0
2024,52277,LEN,Lens,Lens,France,Francia,225.0,93.0,41.0,52.0,122.0,6.0
2024,52336,BRA,Braga,Braga,Portugal,Portugal,216.0,103.0,49.0,54.0,112.0,6.0
2024,50058,MIL,Milan,Milan,Italy,Italia,214.0,81.0,37.0,44.0,116.0,6.0
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,209.0,92.0,40.0,52.0,138.0,6.0
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,198.0,105.0,36.0,69.0,128.0,6.0
2025,52747,PSG,Paris,Paris,France,Francia,733.0,244.0,108.0,136.0,291.0,17.0
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,588.0,210.0,67.0,143.0,230.0,14.0
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,562.0,181.0,79.0,102.0,132.0,14.0
2025,50138,INT,Inter,Inter,Italy,Italia,558.0,215.0,106.0,109.0,362.0,15.0
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,536.0,212.0,89.0,123.0,243.0,12.0
2025,50080,BAR,Barcelona,Barcelona,Spain,España,505.0,193.0,93.0,100.0,206.0,14.0
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,493.0,211.0,84.0,127.0,216.0,12.0
2025,50023,MON,Monaco,Monaco,France,Francia,469.0,143.0,56.0,87.0,204.0,10.0
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,466.0,247.0,102.0,145.0,214.0,14.0
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,450.0,148.0,64.0,84.0,243.0,12.0
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,449.0,150.0,58.0,92.0,171.0,14.0
2025,50124,ATM,Atleti,Atleti,Spain,España,443.0,180.0,78.0,102.0,147.0,10.0
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,443.0,154.0,64.0,90.0,160.0,12.0
2025,2601306,BRE,Brest,Brest,France,Francia,441.0,181.0,76.0,105.0,208.0,10.0
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,430.0,162.0,55.0,107.0,235.0,12.0
2025,75797,LIL,Lille,Lille,France,Francia,423.0,125.0,52.0,73.0,166.0,10.0
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,415.0,115.0,43.0,72.0,120.0,10.0
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,392.0,135.0,55.0,80.0,143.0,10.0
2025,50139,JUV,Juventus,Juventus,Italy,Italia,388.0,150.0,72.0,78.0,172.0,10.0
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,367.0,170.0,75.0,95.0,225.0,10.0
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,366.0,123.0,38.0,85.0,183.0,10.0
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,358.0,117.0,56.0,61.0,170.0,10.0
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,351.0,148.0,47.0,101.0,138.0,8.0
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,344.0,129.0,56.0,73.0,114.0,8.0
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,328.0,117.0,44.0,73.0,155.0,8.0
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,325.0,143.0,68.0,75.0,220.0,8.0
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,322.0,138.0,68.0,70.0,213.0,8.0
2025,50058,MIL,Milan,Milan,Italy,Italia,321.0,137.0,47.0,90.0,157.0,10.0
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,319.0,108.0,43.0,65.0,199.0,8.0
2025,52969,BOL,Bologna,Bologna,Italy,Italia,318.0,124.0,50.0,74.0,147.0,8.0
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,316.0,121.0,52.0,69.0,183.0,8.0
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,311.0,105.0,42.0,63.0,159.0,8.0
2025,52919,MCI,Man City,Man City,England,Inglaterra,309.0,107.0,46.0,61.0,93.0,10.0
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,297.0,146.0,60.0,86.0,178.0,8.0
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,294.0,132.0,61.0,71.0,234.0,8.0
2025,2602798,GIR,Girona,Girona,Spain,España,250.0,139.0,49.0,90.0,125.0,8.0
