season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,disciplinary__fouls_committed,disciplinary__fouls_suffered,disciplinary__yellow_cards,disciplinary__red_cards,disciplinary__matches_appearance
1992,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,,14.0,,10.0
1992,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,,14.0,,10.0
1992,50062,PSV,PSV,PSV,Netherlands,Holanda,,,13.0,1.0,10.0
1992,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,,,13.0,,4.0
1992,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,,,13.0,,4.0
1992,50058,MIL,Milan,Milan,Italy,Italia,,,12.0,1.0,11.0
1992,52748,MAR,Marseille,Marseille,France,Francia,,,12.0,,11.0
1992,50064,POR,Porto,Porto,Portugal,Portugal,,,12.0,,10.0
1992,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,8.0,1.0,10.0
1992,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,,,8.0,,10.0
1992,50098,DB,Dinamo Bucureşti,Dinamo Bucureşti,Romania,Rumanía,,,8.0,,4.0
1992,50076,CSS,CSKA Sofia,CSKA Sofia,Bulgaria,Bulgaria,,,8.0,,2.0
1992,53361,LEE,Leeds,Leeds,England,Inglaterra,,,6.0,,5.0
1992,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,,,5.0,,3.0
1992,64227,LPO,Lech Poznań,Lech Poznań,Poland,Polonia,,,4.0,,4.0
1992,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,,,4.0,,4.0
1992,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,,4.0,,2.0
1992,50118,APO,APOEL,APOEL,Cyprus,Chipre,,,4.0,,2.0
1992,50020,LYN,Lyngby,Lyngby,Denmark,Dinamarca,,,4.0,,2.0
1992,52824,SIO,Sion,Sion,Switzerland,Suiza,,,3.0,,4.0
1992,50080,BAR,Barcelona,Barcelona,Spain,España,,,3.0,,4.0
1992,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,,,3.0,,2.0
1992,50082,LAH,Lahti,Lahti,Finland,Finlandia,,,3.0,,2.0
1992,50056,GLE,Glentoran,Glentoran,Northern Ireland,Irlanda del Norte,,,3.0,,2.0
1992,57489,TAV,Tavriya,Tavriya,Ukraine,Ucrania,,,2.0,1.0,2.0
1992,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,,,2.0,1.0,2.0
1992,2602334,ZAL,Žalgiris,Žalgiris,Lithuania,Lituania,,,2.0,,2.0
1992,57479,SKO,Skonto,Skonto,Latvia,Letonia,,,1.0,,2.0
1992,52697,VKR,Víkingur R.,Víkingur R.,Iceland,Islandia,,,1.0,,2.0
1992,52319,VFK,Viking,Viking,Norway,Noruega,,,1.0,,2.0
1992,50140,USL,US Luxembourg,US Luxembourg,Luxembourg,Luxemburgo,,,1.0,,2.0
1992,53081,OLJ,Olimpija,Olimpija,Slovenia,Eslovenia,,,,1.0,2.0
1993,50058,MIL,Milan,Milan,Italy,Italia,,,19.0,2.0,12.0
1993,50064,POR,Porto,Porto,Portugal,Portugal,,,19.0,1.0,11.0
1993,50040,BRM,Bremen,Bremen,Germany,Alemania,,,18.0,1.0,10.0
1993,50023,MON,Monaco,Monaco,France,Francia,,,16.0,1.0,11.0
1993,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,15.0,1.0,10.0
1993,50080,BAR,Barcelona,Barcelona,Spain,España,,,15.0,,12.0
1993,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,,,13.0,,4.0
1993,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,12.0,,10.0
1993,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,9.0,2.0,10.0
1993,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,7.0,1.0,4.0
1993,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,,,6.0,2.0,4.0
1993,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,,,5.0,1.0,4.0
1993,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,5.0,1.0,2.0
1993,52341,AIK,AIK,AIK,Sweden,Suecia,,,5.0,,2.0
1993,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,,5.0,,2.0
1993,50161,DMI,Dinamo-Minsk,Dinamo-Minsk,Belarus,Bielorrusia,,,5.0,,2.0
1993,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,4.0,1.0,4.0
1993,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,,4.0,,4.0
1993,50134,LIN,Linfield,Linfield,Northern Ireland,Irlanda del Norte,,,4.0,,2.0
1993,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,3.0,,2.0
1993,50135,AKR,ÍA,ÍA,Iceland,Islandia,,,3.0,,2.0
1993,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,,,3.0,,2.0
1993,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,2.0,,4.0
1993,57479,SKO,Skonto,Skonto,Latvia,Letonia,,,2.0,,2.0
1993,52803,COR,Cork,Cork,Republic of Ireland,República de Irlanda,,,2.0,,2.0
1993,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,2.0,,2.0
1993,50092,FLO,Floriana,Floriana,Malta,Malta,,,2.0,,2.0
1993,50035,AAR,Aarau,Aarau,Switzerland,Suiza,,,2.0,,2.0
1993,64227,LPO,Lech Poznań,Lech Poznań,Poland,Polonia,,,1.0,,4.0
1993,50052,HJK,HJK,HJK,Finland,Finlandia,,,1.0,,2.0
1993,59034,BEI,Beitar,Beitar,Israel,Israel,,,,,2.0
1993,50054,HON,Honvéd,Honvéd,Hungary,Hungría,,,,,2.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,19.0,1.0,10.0
1994,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,18.0,2.0,6.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,,,18.0,1.0,8.0
1994,50058,MIL,Milan,Milan,Italy,Italia,,,17.0,,11.0
1994,52747,PSG,Paris,Paris,France,Francia,,,17.0,,10.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,13.0,,8.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,12.0,1.0,6.0
1994,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,11.0,1.0,6.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,,,11.0,,8.0
1994,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,10.0,1.0,6.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,10.0,,11.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,,,8.0,1.0,6.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,,,8.0,,8.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,8.0,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,,,8.0,,6.0
1994,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,5.0,2.0,6.0
1995,52693,NAN,Nantes,Nantes,France,Francia,,,24.0,2.0,10.0
1995,50139,JUV,Juventus,Juventus,Italy,Italia,,,23.0,1.0,11.0
1995,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,17.0,,11.0
1995,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,15.0,2.0,10.0
1995,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,15.0,1.0,8.0
1995,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,14.0,,8.0
1995,50004,GCZ,Grasshoppers,Grasshoppers,Switzerland,Suiza,,,13.0,1.0,6.0
1995,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,,,11.0,,6.0
1995,54186,AAL,AaB,AaB,Denmark,Dinamarca,,,10.0,2.0,6.0
1995,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,,10.0,1.0,8.0
1995,50064,POR,Porto,Porto,Portugal,Portugal,,,10.0,,6.0
1995,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,9.0,3.0,6.0
1995,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,,,9.0,1.0,8.0
1995,53344,BLA,Blackburn,Blackburn,England,Inglaterra,,,7.0,2.0,6.0
1995,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,7.0,2.0,6.0
1995,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,5.0,,6.0
1996,50124,ATM,Atleti,Atleti,Spain,España,,,24.0,,8.0
1996,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,,21.0,1.0,11.0
1996,50064,POR,Porto,Porto,Portugal,Portugal,,,18.0,,8.0
1996,52269,AJA,Auxerre,Auxerre,France,Francia,,,17.0,,8.0
1996,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,14.0,1.0,6.0
1996,50139,JUV,Juventus,Juventus,Italy,Italia,,,14.0,,11.0
1996,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,13.0,1.0,6.0
1996,50004,GCZ,Grasshoppers,Grasshoppers,Switzerland,Suiza,,,13.0,,6.0
1996,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,12.0,,10.0
1996,50058,MIL,Milan,Milan,Italy,Italia,,,12.0,,6.0
1996,50042,RAP,SK Rapid,SK Rapid,Austria,Austria,,,12.0,,6.0
1996,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,11.0,,10.0
1996,52752,WID,Widzew,Widzew,Poland,Polonia,,,10.0,,6.0
1996,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,6.0,2.0,8.0
1996,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,,4.0,,6.0
1996,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,,,3.0,1.0,6.0
1997,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,,22.0,3.0,8.0
1997,50139,JUV,Juventus,Juventus,Italy,Italia,,,19.0,2.0,11.0
1997,50064,POR,Porto,Porto,Portugal,Portugal,,,18.0,1.0,6.0
1997,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,18.0,,11.0
1997,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,,16.0,,10.0
1997,50023,MON,Monaco,Monaco,France,Francia,,,16.0,,10.0
1997,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,16.0,,6.0
1997,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,,,14.0,1.0,6.0
1997,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,,,14.0,,6.0
1997,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,,13.0,2.0,6.0
1997,50080,BAR,Barcelona,Barcelona,Spain,España,,,12.0,2.0,6.0
1997,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,12.0,2.0,6.0
1997,54262,PAR,Parma,Parma,Italy,Italia,,,12.0,,6.0
1997,50062,PSV,PSV,PSV,Netherlands,Holanda,,,11.0,3.0,6.0
1997,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,11.0,,8.0
1997,8404,LIE,Lierse,Lierse,Belgium,Bélgica,,,11.0,,6.0
1997,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,11.0,,6.0
1997,52747,PSG,Paris,Paris,France,Francia,,,10.0,1.0,6.0
1997,59324,NEW,Newcastle,Newcastle,England,Inglaterra,,,10.0,,6.0
1997,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,,8.0,1.0,6.0
1997,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,8.0,,8.0
1997,59029,KOS,Košice,Košice,Slovakia,Eslovaquia,,,7.0,,6.0
1997,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,6.0,,6.0
1997,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,5.0,,8.0
1998,50139,JUV,Juventus,Juventus,Italy,Italia,,,23.0,1.0,10.0
1998,50138,INT,Inter,Inter,Italy,Italia,,,21.0,1.0,8.0
1998,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,20.0,1.0,8.0
1998,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,20.0,,11.0
1998,50062,PSV,PSV,PSV,Netherlands,Holanda,,,19.0,1.0,6.0
1998,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,16.0,1.0,6.0
1998,50064,POR,Porto,Porto,Portugal,Portugal,,,16.0,,6.0
1998,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,15.0,,8.0
1998,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,14.0,1.0,11.0
1998,3695,KAI,Kaiserslautern,Kaiserslautern,Germany,Alemania,,,13.0,2.0,8.0
1998,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,13.0,,6.0
1998,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,12.0,1.0,6.0
1998,50125,ATH,Athletic Club,Athletic Club,Spain,España,,,11.0,1.0,6.0
1998,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,11.0,,6.0
1998,50021,BRO,Brøndby,Brøndby,Denmark,Dinamarca,,,11.0,,6.0
1998,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,10.0,1.0,6.0
1998,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,10.0,,6.0
1998,52277,LEN,Lens,Lens,France,Francia,,,9.0,2.0,6.0
1998,50080,BAR,Barcelona,Barcelona,Spain,España,,,9.0,1.0,6.0
1998,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,9.0,,10.0
1998,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,8.0,1.0,6.0
1998,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,,8.0,,6.0
1998,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,,,8.0,,6.0
1998,50052,HJK,HJK,HJK,Finland,Finlandia,,,8.0,,6.0
1999,52973,LAZ,Lazio,Lazio,Italy,Italia,,,33.0,1.0,14.0
1999,52268,VAL,Valencia,Valencia,Spain,España,,,33.0,,17.0
1999,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,,,30.0,1.0,12.0
1999,50064,POR,Porto,Porto,Portugal,Portugal,,,26.0,1.0,14.0
1999,5451,HER,Hertha,Hertha,Germany,Alemania,,,26.0,1.0,12.0
1999,50058,MIL,Milan,Milan,Italy,Italia,,,23.0,,6.0
1999,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,22.0,1.0,17.0
1999,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,22.0,1.0,16.0
1999,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,,,21.0,1.0,12.0
1999,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,21.0,1.0,12.0
1999,50127,BOR,Bordeaux,Bordeaux,France,Francia,,,20.0,3.0,12.0
1999,50080,BAR,Barcelona,Barcelona,Spain,España,,,20.0,,16.0
1999,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,20.0,,14.0
1999,52748,MAR,Marseille,Marseille,France,Francia,,,17.0,4.0,12.0
1999,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,17.0,2.0,14.0
1999,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,15.0,1.0,12.0
1999,52987,WIL,Willem II,Willem II,Netherlands,Holanda,,,15.0,1.0,6.0
1999,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,15.0,1.0,6.0
1999,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,14.0,,12.0
1999,52819,BOA,Boavista,Boavista,Portugal,Portugal,,,13.0,2.0,6.0
1999,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,,,13.0,1.0,6.0
1999,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,,13.0,,6.0
1999,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,12.0,4.0,6.0
1999,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,,12.0,1.0,6.0
1999,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,11.0,1.0,6.0
1999,50062,PSV,PSV,PSV,Netherlands,Holanda,,,10.0,1.0,6.0
1999,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,,10.0,,6.0
1999,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,10.0,,6.0
1999,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,9.0,,6.0
1999,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,,,9.0,,6.0
1999,52341,AIK,AIK,AIK,Sweden,Suecia,,,3.0,,6.0
1999,50142,MOL,Molde,Molde,Norway,Noruega,,,3.0,,6.0
2000,52268,VAL,Valencia,Valencia,Spain,España,,,37.0,,17.0
2000,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,35.0,4.0,14.0
2000,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,32.0,1.0,17.0
2000,52973,LAZ,Lazio,Lazio,Italy,Italia,,,27.0,1.0,12.0
2000,50058,MIL,Milan,Milan,Italy,Italia,,,27.0,1.0,12.0
2000,53361,LEE,Leeds,Leeds,England,Inglaterra,,,25.0,1.0,16.0
2000,5312,LYO,Lyon,Lyon,France,Francia,,,25.0,1.0,12.0
2000,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,25.0,,16.0
2000,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,25.0,,14.0
2000,52747,PSG,Paris,Paris,France,Francia,,,23.0,1.0,12.0
2000,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,22.0,,12.0
2000,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,,,21.0,2.0,12.0
2000,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,21.0,,12.0
2000,50139,JUV,Juventus,Juventus,Italy,Italia,,,19.0,5.0,6.0
2000,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,18.0,1.0,6.0
2000,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,18.0,,14.0
2000,59044,DEP,Deportivo,Deportivo,Spain,España,,,17.0,,14.0
2000,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,16.0,,12.0
2000,50023,MON,Monaco,Monaco,France,Francia,,,12.0,3.0,6.0
2000,50062,PSV,PSV,PSV,Netherlands,Holanda,,,12.0,1.0,6.0
2000,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,11.0,1.0,6.0
2000,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,10.0,1.0,6.0
2000,59862,HVN,Heerenveen,Heerenveen,Netherlands,Holanda,,,9.0,1.0,6.0
2000,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,9.0,1.0,6.0
2000,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,,9.0,1.0,6.0
2000,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,,9.0,,6.0
2000,60401,HEL,Helsingborg,Helsingborg,Sweden,Suecia,,,8.0,,6.0
2000,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,,8.0,,6.0
2000,50080,BAR,Barcelona,Barcelona,Spain,España,,,8.0,,6.0
2000,52167,HSV,Hamburg,Hamburg,Germany,Alemania,,,7.0,,6.0
2000,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,4.0,1.0,6.0
2000,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,4.0,,6.0
2001,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,283.0,366.0,30.0,,17.0
2001,50080,BAR,Barcelona,Barcelona,Spain,España,273.0,268.0,33.0,,16.0
2001,50139,JUV,Juventus,Juventus,Italy,Italia,265.0,215.0,29.0,2.0,12.0
2001,52819,BOA,Boavista,Boavista,Portugal,Portugal,261.0,248.0,27.0,,12.0
2001,50064,POR,Porto,Porto,Portugal,Portugal,258.0,216.0,24.0,1.0,12.0
2001,52682,MUN,Man Utd,Man Utd,England,Inglaterra,257.0,211.0,18.0,,16.0
2001,50051,RMA,Real Madrid,Real Madrid,Spain,España,256.0,300.0,25.0,,17.0
2001,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,248.0,290.0,24.0,,14.0
2001,50137,ROM,Roma,Roma,Italy,Italia,244.0,229.0,19.0,,12.0
2001,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,240.0,245.0,24.0,2.0,12.0
2001,7889,LIV,Liverpool,Liverpool,England,Inglaterra,230.0,198.0,16.0,,14.0
2001,59044,DEP,Deportivo,Deportivo,Spain,España,220.0,270.0,25.0,2.0,14.0
2001,52693,NAN,Nantes,Nantes,France,Francia,220.0,219.0,21.0,1.0,12.0
2001,50037,BAY,Bayern München,Bayern München,Germany,Alemania,207.0,242.0,16.0,1.0,14.0
2001,52280,ARS,Arsenal,Arsenal,England,Inglaterra,200.0,191.0,16.0,3.0,12.0
2001,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,198.0,207.0,8.0,1.0,12.0
2001,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,126.0,105.0,17.0,1.0,6.0
2001,75797,LIL,Lille,Lille,France,Francia,122.0,92.0,6.0,,6.0
2001,52973,LAZ,Lazio,Lazio,Italy,Italia,121.0,97.0,12.0,,6.0
